image_path,readable,width,height,channels,aspect_ratio,dtype,min_pixel,max_pixel,median_pixel,p01_pixel,p99_pixel,mean_pixel,std_pixel,pixel_entropy,unique_pixel_ratio,unique_pixel_count,dark_pixel_ratio,bright_pixel_ratio,edge_density,noise_estimate,background_ratio,border_dark_ratio,blur_score,contrast,clip_low_percent,clip_high_percent,nonzero_ratio,blank,quality_status,quality_flags,error,sha256,phash,dhash,image_id
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000375_000.png,True,1024,1024,1,1.0,uint8,0,245,143.0,0.0,233.0,134.21002197265625,68.322215766171,7.736425106317987,0.9609375,246,0.0241241455078125,0.0,0.0261688232421875,1.0,0.04630279541015625,0.2142578125,72.51708084192069,68.322215766171,2.41241455078125,0.0,0.9536972045898438,False,VALID,,,590dd27e48d62bb0d9766398427903f196597c73b98b3c629932dc03491da52d,d12d47971a5adc0b,f2969233b0c4f0f0,00000375_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_000.png,True,1024,1024,1,1.0,uint8,11,238,181.0,65.0,232.0,171.32412338256836,43.2916848816378,7.227666623053686,0.890625,228,0.0,0.0,0.032764434814453125,1.0,0.0,0.0,50.10676002915716,43.2916848816378,0.0,0.0,1.0,False,VALID,,,f2877f67442ded88fc88ac18ac16ebc1430458be6dbfeb9a1d6b3c976be00468,d979d61a5c5e1849,b0931313b333f0e2,00000376_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_001.png,True,1024,1024,1,1.0,uint8,9,250,202.0,76.0,248.0,188.16815948486328,46.68920189360565,7.252866285827867,0.9453125,242,0.0,0.0,0.03092193603515625,1.0,0.0,0.0,107.99389674955455,46.68920189360565,0.0,0.0,1.0,False,VALID,,,41d4258cb28f6e3031db9a9bb7ee1f1dfc77702c64657849674602d97a2c4f6b,fd28c61bdd461958,131713333273c0a0,00000376_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_003.png,True,1024,1024,1,1.0,uint8,2,252,200.0,61.0,249.0,183.8621940612793,51.49887456906637,7.375327320335808,0.8515625,218,0.0,0.0,0.03661346435546875,1.0,0.00014495849609375,0.00125,437.164686624761,51.49887456906637,0.0,0.0,0.9998550415039062,False,VALID,,,9974e70d05062e56c8271419f0b6df530520f0b39f6dac5b3aa538c84ed193ab,bd38c2139e4e1e59,331733333373d2f2,00000376_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_005.png,True,1024,1024,1,1.0,uint8,0,255,123.0,3.0,202.0,119.68016815185547,50.35211739726285,7.48899232408503,1.0,256,0.003204345703125,0.0006866455078125,0.0184783935546875,0.0,0.0260162353515625,0.1026953125,375.26012536877533,50.35211739726285,0.3204345703125,0.06866455078125,0.9739837646484375,False,VALID,,,9f31092a57e6410484f8d9616af3f45fe96d05ad80bc8d1e613aa7606bfe70be,cc2e534b5d4e4d0d,7035262636e2c0c0,00000376_005
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_006.png,True,1024,1024,1,1.0,uint8,0,244,152.0,0.0,236.0,139.6606216430664,70.15868720061442,7.694228925856472,0.95703125,245,0.03578948974609375,0.0,0.036441802978515625,1.0,0.06378173828125,0.2043359375,91.1687114599481,70.15868720061442,3.578948974609375,0.0,0.93621826171875,False,VALID,,,3e4f416e8480d08148d9acf12cabce8a328e82d8116fa82da5a3fa34a2048ea0,cd2c130b1eae693d,f092373332f2c0d8,00000376_006
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_007.png,True,1024,1024,1,1.0,uint8,4,251,205.0,37.0,248.0,187.16343688964844,55.13834756542317,7.333005120193603,0.96875,248,0.0,0.0,0.030208587646484375,1.0,0.000347137451171875,0.00177734375,92.94459737323632,55.13834756542317,0.0,0.0,0.9996528625488281,False,VALID,,,3039bc6a0bece909b7d7f03ecdd9422214e1dd47f09e2a78d6dddf36f9ca501f,ed2c53531d585d1c,323737373272c0c0,00000376_007
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_008.png,True,1024,1024,1,1.0,uint8,0,244,127.0,1.0,203.0,120.40807723999023,50.09768560158634,7.454510257179543,0.91015625,233,0.0213470458984375,0.0,0.0126800537109375,0.0,0.032291412353515625,0.1593359375,145.3460626376327,50.09768560158634,2.13470458984375,0.0,0.9677085876464844,False,VALID,,,a5018892247c84664bf9207bf30bc1664e52c2a38c35d3da13dbf75594df0387,cd2ed31b1e4c0d0f,700737363232c2c0,00000376_008
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_009.png,True,1024,1024,1,1.0,uint8,0,255,169.0,7.0,230.0,158.66709518432617,50.85950028522549,7.377339172774041,0.99609375,255,0.000270843505859375,0.000667572021484375,0.014507293701171875,0.0,0.001682281494140625,0.00703125,246.87156797361962,50.85950028522549,0.0270843505859375,0.0667572021484375,0.9983177185058594,False,VALID,,,5f95f7c7b4825c9ed0be7f4faac74a666c1a5b68066c94931144940c3360745a,dd2ad35b1b48491d,700636363272c0c0,00000376_009
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_010.png,True,1024,1024,1,1.0,uint8,0,255,172.0,9.0,226.0,159.89100646972656,46.89856861251774,7.269399023242014,0.9921875,254,0.000308990478515625,0.000713348388671875,0.013446807861328125,0.0,0.00478363037109375,0.02859375,227.1059237720765,46.89856861251774,0.0308990478515625,0.0713348388671875,0.9952163696289062,False,VALID,,,9849d573a0e119cc16736240fe07d8d8e990d990d0a8507b4d945ec9e72faa2d,887fd71a1859591d,f0d6b7b3b3b3e0e0,00000376_010
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_011.png,True,1024,1024,1,1.0,uint8,4,251,196.0,9.0,249.0,180.60260772705078,55.74765290446752,7.436827587388511,0.96875,248,0.0,0.0,0.03104400634765625,1.0,0.000492095947265625,0.00251953125,115.28049325570464,55.74765290446752,0.0,0.0,0.9995079040527344,False,VALID,,,d1167c47dc0deb2f0ee8ee3a716065785320bbb7aa0d7b7516c78aa51eb1f091,cd2ed3531a434b0f,b036273732b2c2c8,00000376_011
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_013.png,True,1024,1024,1,1.0,uint8,0,246,153.0,0.0,237.0,139.83080673217773,70.34844867622563,7.623709067975041,0.95703125,245,0.055057525634765625,0.0,0.030162811279296875,1.0,0.058979034423828125,0.28041015625,73.45282757934183,70.34844867622563,5.5057525634765625,0.0,0.9410209655761719,False,REVIEW,CLIP_LOW,,eaffebe036228b2e3b68604fbf6ffb7858bffab99a9f7cb91498c12e6ebba987,dc2e53531b0e4d0f,f036373732d2c0d0,00000376_013
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000376_014.png,True,1024,1024,1,1.0,uint8,0,255,172.0,10.0,227.0,161.39168548583984,47.44174720207049,7.324432871319555,0.98046875,251,7.62939453125e-06,0.0003509521484375,0.013851165771484375,0.0,0.001026153564453125,0.00712890625,336.51036019028095,47.44174720207049,0.000762939453125,0.03509521484375,0.9989738464355469,False,VALID,,,359658d97e5f99ee4297fb9546dde8223355ec04d46751ff3b48d78d79319f37,8c2f831b1d1f0c5f,6107373333b2e0e0,00000376_014
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000377_000.png,True,1024,1024,1,1.0,uint8,0,245,121.0,0.0,216.0,111.76974868774414,69.59281282205299,7.549553860972069,0.9609375,246,0.042072296142578125,0.0,0.0335540771484375,1.0,0.1220245361328125,0.433828125,103.81090903282166,69.59281282205299,4.2072296142578125,0.0,0.8779754638671875,False,VALID,,,7c2f9be2be57fd7f557e3825607234b179f349b0e3e77da57a641c5a1f9221a7,992d46161e6b78bc,7092b3b3b2b0d0e0,00000377_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000377_001.png,True,1024,1024,1,1.0,uint8,0,244,113.0,3.0,196.0,108.97456741333008,55.296020654393594,7.350542304969835,0.90234375,231,0.001220703125,0.0,0.02184295654296875,0.0,0.08904647827148438,0.2234375,137.92090119443307,55.296020654393594,0.1220703125,0.0,0.9109535217285156,False,VALID,,,32e6149d4b076cd584750c4012572ae5967e57e06f48e9ee4e4764ed0b2039d3,99681e5e5979b1e0,31f0929292f0f0f0,00000377_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000377_002.png,True,1024,1024,1,1.0,uint8,1,222,112.0,1.0,213.0,113.0541000366211,61.62664008918256,7.619033558682709,0.8671875,222,0.014556884765625,0.0,0.02364349365234375,1.0,0.05719757080078125,0.22091796875,136.067516766896,61.62664008918256,1.4556884765625,0.0,0.9428024291992188,False,VALID,,,2a121e114610c2f7cc1c62e5777f30f103fe71162ecb9303668d8bb7bb80513d,c46c46cb4b7c0e6e,60b6b6b2f0f0f0f0,00000377_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000377_003.png,True,1024,1024,1,1.0,uint8,0,255,125.0,0.0,232.0,119.43217849731445,71.15996348362157,7.698810790953178,0.9921875,254,0.016265869140625,2.288818359375e-05,0.033870697021484375,1.0,0.02387237548828125,0.0962890625,77.2628730526194,71.15996348362157,1.6265869140625,0.002288818359375,0.9761276245117188,False,VALID,,,27915ae5ff3cf672952804edb4d2277fd77f14d71ead8f42ac2094fad39dd2a1,916906165e6fb8da,70929292d0f0f0f0,00000377_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000377_004.png,True,1024,1024,1,1.0,uint8,0,250,180.0,5.0,248.0,162.48025512695312,66.56902699739005,7.61056577662556,0.97265625,249,0.0078125,0.0,0.0324249267578125,1.0,0.01030731201171875,0.06205078125,84.21775348432129,66.56902699739005,0.78125,0.0,0.9896926879882812,False,VALID,,,2875e39a9c1503888a16a7568990bc82a8db469c1147d589f2b47299d344d89b,987b0716165b7f11,f19b9b99b9b9d0f0,00000377_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000378_000.png,True,1024,1024,1,1.0,uint8,0,253,175.0,25.0,224.0,164.61345672607422,43.860090871963486,7.186044892071127,0.86328125,221,0.002471923828125,0.0,0.018680572509765625,1.0,0.002471923828125,0.0132421875,59.29926017356047,43.860090871963486,0.2471923828125,0.0,0.997528076171875,False,VALID,,,ed30b6b31c5f275e8be654f8855026a856acd34cf6d2e28ef4ff1b5ad4692807,9879c5171e451f1e,b013333331f0f0f0,00000378_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000379_000.png,True,1024,1024,1,1.0,uint8,0,255,104.0,0.0,234.0,105.09959411621094,66.43523889885293,7.6046564785612585,0.9921875,254,0.06377410888671875,6.103515625e-05,0.029773712158203125,1.0,0.11861419677734375,0.37974609375,112.68166995990032,66.43523889885293,6.377410888671875,0.006103515625,0.8813858032226562,False,REVIEW,CLIP_LOW,,f8a6fd0dd4e16797fedc0ef8db270ac3f0fab685036a95889d5f20d51bc8c751,997b075a194578e5,31b393939bb9d0f0,00000379_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000379_001.png,True,1024,1024,1,1.0,uint8,0,255,137.0,0.0,235.0,130.46937561035156,66.41444527059869,7.5817594307284795,1.0,256,0.05982208251953125,0.000179290771484375,0.048854827880859375,1.0,0.07460784912109375,0.396875,362.518717675688,66.41444527059869,5.982208251953125,0.0179290771484375,0.9253921508789062,False,REVIEW,CLIP_LOW,,e7f6db1aab25e25fc4b4c66fbcda9d5c6386a88b7d09d43e699818a20ce13df9,d12d46d428cd6f9c,b2f0929290d0d0c0,00000379_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000380_000.png,True,1024,1024,1,1.0,uint8,0,219,150.0,0.0,209.0,135.4310073852539,57.71768533480266,7.2993721729331575,0.859375,220,0.0425262451171875,0.0,0.0207977294921875,1.0,0.043132781982421875,0.2409765625,178.75741169642424,57.71768533480266,4.25262451171875,0.0,0.9568672180175781,False,VALID,,,b1e83cf823a5724204a9330c07ae300da2e16e2c30f7f40b66dbfc219a062677,803947d61f5d6e1a,f09393b3b380e0e0,00000380_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000381_000.png,True,1024,1024,1,1.0,uint8,3,201,142.0,6.0,194.0,132.64377975463867,44.875152026469586,6.983406850517251,0.77734375,199,0.0,0.0,0.01181793212890625,0.0,0.009674072265625,0.02642578125,60.1693306624511,44.875152026469586,0.0,0.0,0.990325927734375,False,VALID,,,37b3d6a182521237383ae00ac7b8072ff7b813941be0c140f369dd5e39a5b2c5,807e0e1e1b4b4f1f,f1b1939adaf0f0f0,00000381_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000381_001.png,True,1024,1024,1,1.0,uint8,2,206,153.0,5.0,196.0,142.40513229370117,40.69990787425438,7.050892360383826,0.80078125,205,0.0,0.0,0.011562347412109375,0.0,0.014190673828125,0.05380859375,47.191130311912275,40.69990787425438,0.0,0.0,0.985809326171875,False,VALID,,,55cc294ac6633d2141c268510c4dd754d5bc3e8e40137428470ba2c40d1a1036,817b14070e1f5f5b,f29b9bd3f2f0f4f0,00000381_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000381_002.png,True,1024,1024,1,1.0,uint8,0,226,164.0,8.0,217.0,155.61537551879883,46.96531129503939,7.2600329965263075,0.87109375,223,0.0016021728515625,0.0,0.0160675048828125,1.0,0.001659393310546875,0.00896484375,47.443961379816756,46.96531129503939,0.16021728515625,0.0,0.9983406066894531,False,VALID,,,2e1b29300073f143d494e00b88778e38e9ccb08e1259af3effd57d16541e9185,817b05069e1b5b5f,f2929b99d0f0f0f0,00000381_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000381_003.png,True,1024,1024,1,1.0,uint8,0,255,144.0,0.0,229.0,142.56433868408203,58.835354258860924,7.604483948960715,0.99609375,255,0.02439117431640625,0.00067138671875,0.016803741455078125,1.0,0.03045654296875,0.17376953125,431.6590612756408,58.835354258860924,2.439117431640625,0.067138671875,0.96954345703125,False,VALID,,,35bc8f6e7ee559b74ae48979d226eb182de59379f1361a65f264c7d8112c226f,d56e07434f4c4e4e,e2ee34b0f0e0f0f0,00000381_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000381_004.png,True,1024,1024,1,1.0,uint8,0,241,126.0,0.0,237.0,122.95951461791992,71.71444366966537,7.5825585841984235,0.9453125,242,0.08017349243164062,0.0,0.02178192138671875,1.0,0.08533096313476562,0.32810546875,76.21774145588279,71.71444366966537,8.017349243164062,0.0,0.9146690368652344,False,REVIEW,CLIP_LOW,,2898f17b1aae75e1463c617975448e4a5b4d931d189726e59a66946762ca681c,817b961e1819edcb,b1939393b9f0f0d0,00000381_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000382_000.png,True,1024,1024,1,1.0,uint8,9,242,172.0,14.0,234.0,160.43695068359375,53.562433905397974,7.4218473554531315,0.9140625,234,0.0,0.0,0.024715423583984375,1.0,0.0,0.0,73.44140005808731,53.562433905397974,0.0,0.0,1.0,False,VALID,,,09a03aebca6b5c6849e34f0bd5097f81f353ef5a9d1039688655623269cba91e,d12b421e1e4b1f4f,f0969292b2b2b2f0,00000382_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000382_001.png,True,1024,1024,1,1.0,uint8,0,252,115.0,0.0,231.0,113.58842849731445,62.59280213906079,7.659717895147683,0.984375,252,0.0574798583984375,0.0,0.032413482666015625,1.0,0.06354141235351562,0.32357421875,82.11526479070017,62.59280213906079,5.74798583984375,0.0,0.9364585876464844,False,REVIEW,CLIP_LOW,,025580941e6370e30c838bfd2cf44d426da21fcdfa768c433cadcb98c227339b,d929865e1d0b781f,b09393b332b0f0f0,00000382_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000382_002.png,True,1024,1024,1,1.0,uint8,0,247,93.0,0.0,232.0,97.3010025024414,66.0504908361265,7.3595310789496775,0.96875,248,0.12786483764648438,0.0,0.02854156494140625,1.0,0.13479995727539062,0.3891796875,78.02644639834762,66.0504908361265,12.786483764648438,0.0,0.8652000427246094,False,REVIEW,CLIP_LOW,,2f397672bcc7ccb4ed181ee023ec217f49cc5b6111d3a9862bee04d0c946fb0b,dc3d430f8e283d2e,f2a436363430e0e0,00000382_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000383_000.png,True,1024,1024,1,1.0,uint8,0,251,110.0,0.0,234.0,108.90210342407227,71.33243705840513,7.696901912054247,0.984375,252,0.060054779052734375,0.0,0.033294677734375,1.0,0.11075592041015625,0.3428515625,135.47482883032353,71.33243705840513,6.0054779052734375,0.0,0.8892440795898438,False,REVIEW,CLIP_LOW,,221135683b9b539621f023fb325accca0952e347cb0eba509c73d942a5fe8ce3,d42c43431f0aed3f,f1b4363432c0e0e0,00000383_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000383_001.png,True,1024,1024,1,1.0,uint8,3,251,175.0,6.0,249.0,162.69752883911133,63.06322291340171,7.6821808439388874,0.97265625,249,0.0,0.0,0.032581329345703125,1.0,0.005252838134765625,0.02736328125,196.01652607670985,63.06322291340171,0.0,0.0,0.9947471618652344,False,VALID,,,d4488de28bfb1e3332f8cf048555a07399586bacaa9e2282a6fcadc87e471d23,d97947061e144f5b,f0939393b1c0f0d0,00000383_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000383_002.png,True,1024,1024,1,1.0,uint8,0,244,91.0,1.0,236.0,96.80658721923828,66.5296932723923,7.554132661496368,0.95703125,245,0.0130767822265625,0.0,0.031314849853515625,1.0,0.03606414794921875,0.0674609375,112.14968316419981,66.5296932723923,1.30767822265625,0.0,0.9639358520507812,False,VALID,,,4051b0dfb3279c0dc7b705c35457c98fb184c7c64c9537e84f0db3dc9925925c,d1394e4d186ded19,b1d4969690d2f0f0,00000383_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000384_000.png,True,1024,1024,1,1.0,uint8,0,245,126.0,0.0,231.0,121.37245178222656,67.98195311378267,7.656533099514872,0.9609375,246,0.06801605224609375,0.0,0.027919769287109375,1.0,0.07356643676757812,0.34982421875,81.89133568525722,67.98195311378267,6.801605224609375,0.0,0.9264335632324219,False,REVIEW,CLIP_LOW,,184656dbf0440d1eefd89019751fe0f18ddc69dc65769e6719546488c207134c,c93dc61b184e1f39,f096173333f1f0f0,00000384_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000385_002.png,True,1024,1024,1,1.0,uint8,0,255,131.0,0.0,237.0,125.02873992919922,70.78797118685725,7.80583585737725,1.0,256,0.022029876708984375,3.814697265625e-05,0.029766082763671875,1.0,0.047119140625,0.19810546875,76.7355843892874,70.78797118685725,2.2029876708984375,0.003814697265625,0.952880859375,False,VALID,,,61c887fd675f761bd58efd9b6c26f2407835a9e19cf47b7d8b1829c482188c07,d139e7c6d552c44a,9293b2b292d0f0e0,00000385_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000385_003.png,True,1024,1024,1,1.0,uint8,11,248,180.0,17.0,243.0,160.4555206298828,66.4313051128037,7.571506407555188,0.9296875,238,0.0,0.0,0.029064178466796875,1.0,0.0,0.0,119.9195388500666,66.4313051128037,0.0,0.0,1.0,False,VALID,,,a71650c2801c4efbe9831907177db4ce42d5f515865d500145280f3ecc747c3a,916b465e1a3d193d,f092939392b2b0d0,00000385_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000385_004.png,True,1024,1024,1,1.0,uint8,0,245,116.0,0.0,234.0,116.04381561279297,75.02909522553884,7.652338740237265,0.9609375,246,0.0710601806640625,0.0,0.02655792236328125,1.0,0.11185455322265625,0.35279296875,82.33182793830929,75.02909522553884,7.10601806640625,0.0,0.8881454467773438,False,REVIEW,CLIP_LOW,,84acc5505e527d56e6566a13e5f4135c538f5aa7835319bd36e4caa7866191ff,816807d65a5fa93b,f8db9b9bd9caf0f0,00000385_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000385_000.png,True,1024,1024,1,1.0,uint8,0,250,138.0,0.0,236.0,129.08560943603516,76.42615312531906,7.724075574087541,0.98046875,251,0.028797149658203125,0.0,0.0260162353515625,1.0,0.05092620849609375,0.150859375,65.22679667336342,76.42615312531906,2.8797149658203125,0.0,0.9490737915039062,False,VALID,,,0604a3d94beea2158182ff3c4c70e5626f92018f686a999919df03deadbae59a,dc2d42d35b4e2d0d,f136373230b0a0e0,00000385_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000386_000.png,True,1024,1024,1,1.0,uint8,0,237,172.0,8.0,230.0,161.0638313293457,51.351283738057624,7.390543624935558,0.91796875,235,0.00249481201171875,0.0,0.037593841552734375,1.0,0.0026397705078125,0.0140625,70.67632079659961,51.351283738057624,0.249481201171875,0.0,0.9973602294921875,False,VALID,,,61dbbf07b665ff7f087af665da7d562cc418935a5b76f012e3bf74b5168fcf0a,cd2c530b474f584f,f0b63636333272f0,00000386_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000387_000.png,True,1024,1024,1,1.0,uint8,0,246,134.0,0.0,234.0,125.72488021850586,74.61475431273969,7.65985573188294,0.9609375,246,0.03070068359375,0.0,0.027233123779296875,1.0,0.10411834716796875,0.39240234375,58.02327045466518,74.61475431273969,3.070068359375,0.0,0.8958816528320312,False,VALID,,,bc03dfaaf8f17be2e9d386664bdb025a1f661f69b001cba8322810a1b9d70c40,917906c65e5bc85e,f092939bd8d0d0f0,00000387_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000387_001.png,True,1024,1024,1,1.0,uint8,0,246,131.0,0.0,234.0,123.43803405761719,74.90155743927112,7.618330550897559,0.96484375,247,0.03264617919921875,0.0,0.0241241455078125,1.0,0.12404632568359375,0.45625,68.50038527532888,74.90155743927112,3.264617919921875,0.0,0.8759536743164062,False,VALID,,,33377de198a9092fe519c1f11d9130406f58e91713ee0e724bd077ec0a62512e,d13906c65a78e96e,f0969292d0d0d4e4,00000387_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000387_002.png,True,1024,1024,1,1.0,uint8,0,244,125.0,0.0,235.0,119.36061096191406,76.9543127963074,7.623783497474934,0.95703125,245,0.017513275146484375,0.0,0.023891448974609375,1.0,0.121612548828125,0.3762890625,50.09877724874241,76.9543127963074,1.7513275146484375,0.0,0.878387451171875,False,VALID,,,d411145b5eebd56a91407707e043398f3d0facb4c21c90f4d98eff943ab97662,837b1d845e7b5849,f8cbdbd9d9e8d2f0,00000387_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000388_000.png,True,1024,1024,1,1.0,uint8,0,248,96.0,2.0,238.0,104.36297988891602,65.27046141125243,7.551629984611837,0.96484375,247,0.008739471435546875,0.0,0.027072906494140625,1.0,0.01428985595703125,0.0496875,55.722720553865656,65.27046141125243,0.8739471435546875,0.0,0.9857101440429688,False,VALID,,,870309937beb9648f9d8538b163e88138e02e25d36b9f9711c5c7d7013fc0d63,c47c83439b4bae0f,f0b4b6b4b0f0f0f0,00000388_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000389_000.png,True,1024,1024,1,1.0,uint8,0,255,151.0,14.0,233.0,137.87210083007812,60.97133712860966,7.718309102907318,0.96484375,247,0.00150299072265625,6.103515625e-05,0.025394439697265625,1.0,0.0027618408203125,0.02169921875,77.60206201666733,60.97133712860966,0.150299072265625,0.006103515625,0.9972381591796875,False,VALID,,,2da1234279cefa21c7e0dd86559978723b648a3dd84ca4e63947d5875608e5d3,dc2dd0d21bc7c31a,b637373333f0e0f0,00000389_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000390_000.png,True,1024,1024,1,1.0,uint8,9,237,175.0,17.0,224.0,156.5303840637207,56.12143551493851,7.34241549988491,0.89453125,229,0.0,0.0,0.0268096923828125,1.0,0.0,0.0,65.02455853238644,56.12143551493851,0.0,0.0,1.0,False,VALID,,,315c00525bf4c4103832b407af9baeb6fcb5f3101087f940aa2c75fc25df6860,d82b45061e18fb7b,f192133331e6f0f0,00000390_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000390_001.png,True,1024,1024,1,1.0,uint8,0,241,144.0,9.0,239.0,135.66833877563477,62.91920756551484,7.774769682255515,0.9453125,242,0.002910614013671875,0.0,0.022918701171875,1.0,0.006336212158203125,0.032109375,87.44405550672673,62.91920756551484,0.2910614013671875,0.0,0.9936637878417969,False,VALID,,,9424b5e915ebc0d963924c930ab47569b8b08680d8d8a04b9c83ea5fb93665ef,99798616be54ae58,f092133333f0f0f0,00000390_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000391_001.png,True,1024,1024,1,1.0,uint8,10,234,165.0,18.0,225.0,152.24927520751953,54.008822280704734,7.488520115436001,0.87890625,225,0.0,0.0,0.02828216552734375,1.0,0.0,0.0,64.82999350124737,54.008822280704734,0.0,0.0,1.0,False,VALID,,,240c8fad489df82564265d722d58ec640062a305cdd43520cbbb6185b4cc0cd1,cd2ad2071f494f1e,f11333b272f2e0f0,00000391_001
