image_id,feature_cluster
00009231_007,0
00009231_008,6
00009231_011,2
00009234_002,2
00009239_011,2
00009242_000,0
00009248_000,0
00009256_005,2
00009281_006,5
00009281_012,0
00009281_014,0
00009297_013,2
00009305_000,4
00009321_008,2
00009321_009,5
00009321_013,2
00009325_002,2
00009328_000,0
00009334_000,2
00009336_006,2
00009341_000,5
00009342_008,5
00009349_014,2
00009358_004,0
00009363_000,0
00009365_024,2
00009365_026,2
00009366_000,5
00009368_008,0
00009378_008,0
00009380_010,7
00009386_006,3
00009397_012,2
00009401_001,2
00009403_005,2
00009403_010,2
00009404_000,2
00009428_000,5
00009435_000,3
00009437_006,4
00009437_010,2
00009437_011,3
00009438_000,7
00009446_000,0
00009453_003,0
00009453_004,0
00009458_000,2
00009465_002,0
00009473_001,5
00009482_000,2
00009488_000,0
00009501_000,0
00009507_008,3
00009507_017,0
00009517_000,2
00009518_000,0
00009524_008,5
00009526_000,0
00009526_003,0
00009527_005,2
00009531_000,2
00009549_001,0
00009551_010,2
00009552_000,0
00009566_000,5
00009566_003,0
00009574_001,5
00009574_017,0
00009574_024,0
00009574_030,0
00009584_000,0
00009595_000,0
00009599_000,0
00009600_003,0
00009600_009,2
00009606_011,5
00009608_014,3
00009608_035,0
00009608_042,0
00009613_003,0
00009613_006,5
00009632_000,0
00009633_000,0
00009640_005,5
00009642_000,2
00009643_000,2
00009664_000,2
00009665_002,2
00009691_010,0
00009702_002,3
00009709_010,0
00009710_004,2
00009710_010,2
00009716_000,2
00009717_001,0
00009723_000,0
00009727_002,0
00009727_017,5
00009727_021,6
00009727_025,5
00009727_029,2
00009727_037,6
00009736_008,2
00009736_016,5
00009746_000,0
00009759_002,5
00009768_002,2
00009769_001,0
00009771_000,3
00009796_000,3
00009798_000,5
00009798_014,5
00009798_019,0
00009798_025,0
00009804_000,6
00009806_000,0
00009819_000,0
00009829_000,2
00009838_001,3
00009842_003,0
00009845_026,0
00009845_055,0
00009855_001,7
00009860_000,2
00009863_007,2
00009867_005,2
00009871_000,2
00009876_000,0
00009882_001,0
00009889_003,0
00009889_040,5
00009890_002,2
00009892_001,5
00009892_016,3
00009892_040,2
00009892_049,0
00009910_000,5
00009911_005,2
00009912_000,3
00009912_001,2
00009916_001,2
00009917_006,3
00009925_012,3
00009925_028,0
00009925_041,5
00009925_042,0
00009931_000,2
00009932_001,5
00009934_001,2
00009938_003,0
00009953_002,5
00009953_025,2
00009953_026,2
00009953_035,3
00009959_006,4
00009962_003,0
00009973_003,2
00009992_002,0
00009993_000,2
00009993_004,2
00009995_016,5
00009996_014,0
00009997_000,0
00010007_010,2
00010007_029,2
00010007_055,0
00010007_057,2
00010007_087,3
00010007_125,2
00010007_133,2
00010007_157,2
00010007_164,3
00010007_169,3
00010007_177,3
00010012_011,3
00010012_013,0
00010012_017,2
00010012_034,5
00010020_009,2
00010032_007,0
00010032_010,2
00010049_001,3
00010058_001,0
00010060_038,2
00010060_042,2
00010065_000,5
00010092_000,0
00010092_027,5
00010092_036,5
00010092_039,5
00010092_042,3
00010092_051,0
00010093_001,2
00010103_010,5
00010104_005,0
00010108_000,0
00010119_000,2
00010120_004,7
00010120_020,0
00010123_003,2
00010133_000,0
00010162_000,2
00010165_003,2
00010166_000,0
00010172_000,0
00010176_000,2
00010188_005,2
00010198_011,0
00010204_000,0
00010222_008,0
00010225_000,7
00010250_000,0
00010270_006,3
00010274_000,0
00010284_000,2
00010293_001,0
00010294_006,2
00010294_008,3
00010294_009,2
00010294_050,2
00010294_052,2
00010297_002,0
00010305_000,2
00010306_006,0
00010314_002,2
00010315_004,0
00010334_005,0
00010335_000,7
00010340_001,0
00010346_001,2
00010350_018,3
00010352_025,3
00010352_035,5
00010352_046,0
00010358_000,5
00010365_008,2
00010367_010,5
00010373_000,0
00010380_008,2
00010380_009,2
00010384_013,6
00010384_029,5
00010398_000,5
00010398_001,2
00010403_000,2
00010417_001,0
00010426_000,0
00010427_015,2
00010432_000,0
00010433_003,0
00010443_000,0
00010444_002,0
00010445_001,0
00010447_004,2
00010448_000,0
00010449_004,2
00010449_005,7
00010452_000,2
00010454_002,5
00010460_000,6
00010475_040,5
00010478_001,5
00010478_011,3
00010479_009,3
00010479_010,3
00010481_017,2
00010481_021,0
00010505_019,3
00010506_001,0
00010507_000,0
00010509_004,0
00010512_001,0
00010513_001,2
00010521_002,0
00010530_010,2
00010530_020,0
00010530_029,0
00010531_009,3
00010531_010,2
00010531_022,0
00010531_069,3
00010533_000,0
00010544_032,2
00010548_000,5
00010548_003,4
00010548_007,7
00010548_009,0
00010550_000,2
00010552_005,0
00010555_003,0
00010563_010,0
00010563_016,3
00010579_000,0
00010582_009,5
00010583_015,0
00010583_016,5
00010585_015,5
00010585_018,5
00010601_004,0
00010607_004,2
00010613_009,0
00010613_014,5
00010618_001,3
00010620_001,0
00010623_000,0
00010625_002,5
00010634_001,5
00010634_004,0
00010640_001,5
00010642_000,5
00010652_004,2
00010664_002,5
00010664_003,7
00010672_004,0
00010687_000,2
00010695_007,0
00010695_013,5
00010697_009,0
00010698_014,5
00010698_030,2
00010698_035,2
00010700_002,2
00010718_002,2
00010723_006,2
00010723_009,0
00010734_000,0
00010737_023,0
00010740_002,3
00010741_015,2
00010749_000,0
00010752_003,0
00010752_007,2
00010758_015,0
00010767_008,3
00010767_011,2
00010771_002,0
00010772_007,0
00010773_013,2
00010775_004,5
00010775_009,5
00010780_002,2
00010785_003,5
00010790_006,2
00010790_007,2
00010790_035,5
00010798_000,0
00010805_012,1
00010805_015,1
00010805_018,1
00010805_036,6
00010805_037,1
00010812_000,7
00010814_006,5
00010815_003,0
00010815_006,0
00010815_009,2
00010815_021,0
00010815_022,2
00010815_023,3
00010828_009,0
00010828_032,0
00010835_000,0
00010836_000,7
00010841_009,5
00010842_001,0
00010843_000,1
00010846_000,5
00010850_000,0
00010850_001,0
00010864_015,0
00010870_000,0
00010887_026,3
00010888_007,0
00010905_013,3
00010910_000,0
00010914_009,2
00010926_000,0
00010936_012,3
00010940_000,0
00010953_000,0
00010953_011,5
00010959_000,0
00010967_011,0
00010973_008,2
00010990_002,3
00010992_009,0
00010995_001,7
00010996_003,3
00011010_009,0
00011019_000,5
00011021_006,3
00011021_022,3
00011041_000,5
00011048_001,0
00011051_000,0
00011053_001,2
00011054_000,7
00011062_005,0
00011062_007,2
00011065_007,0
00011087_001,5
00011104_004,0
00011104_011,0
00011110_000,0
00011115_000,0
00011116_000,5
00011121_000,0
00011121_001,0
00011125_000,5
00011130_008,3
00011135_000,7
00011136_020,2
00011140_012,2
00011140_014,2
00011140_015,2
00011144_022,0
00011151_004,2
00011153_000,5
00011154_002,5
00011161_000,0
00011163_000,5
00011167_008,3
00011167_013,0
00011174_008,0
00011178_003,0
00011193_001,0
00011193_003,5
00011199_000,0
00011211_009,0
00011225_000,5
00011226_028,3
00011226_031,5
00011234_000,0
00011237_017,5
00011237_087,2
00011249_000,0
00011251_010,2
00011272_002,2
00011291_002,2
00011304_001,0
00011306_000,3
00011315_001,0
00011327_001,0
00011328_004,5
00011328_005,2
00011355_009,4
00011355_012,3
00011355_018,4
00011365_002,2
00011375_000,0
00011379_000,6
00011379_024,7
00011379_028,1
00011379_029,5
00011379_033,0
00011379_037,6
00011379_039,6
00011380_020,0
00011385_002,5
00011387_000,0
00011391_013,2
00011391_044,0
00011391_062,2
00011394_004,5
00011395_000,6
00011396_001,2
00011402_016,0
00011405_000,0
00011408_000,5
00011411_000,0
00011424_004,2
00011424_006,0
00011425_003,2
00011428_006,0
00011431_000,6
00011432_001,0
00011436_004,6
00011442_000,0
00011446_003,2
00011446_009,2
00011454_003,3
00011460_021,6
00011460_044,5
00011460_051,5
00011463_000,0
00011470_009,3
00011481_011,5
00011485_004,2
00011495_004,0
00011497_000,0
00011504_015,5
00011504_028,0
00011514_006,5
00011520_002,2
00011523_000,0
00011538_002,0
00011544_021,2
00011548_019,0
00011553_008,1
00011553_015,1
00011553_031,1
00011558_001,5
00011558_007,0
00011558_008,3
00011559_000,7
00011571_012,2
00011575_000,0
00011579_007,2
00011580_000,0
00011588_000,0
00011591_000,0
00011597_003,0
00011598_007,0
00011598_013,3
00011598_015,3
00011598_038,3
00011606_009,2
00011606_014,2
00011619_007,2
00011619_008,3
00011622_000,2
00011622_007,5
00011632_003,2
00011632_022,2
00011632_030,2
00011640_000,0
00011654_004,0
00011655_000,5
00011669_001,0
00011678_000,0
00011681_000,0
00011683_037,3
00011683_038,0
00011683_049,3
00011683_059,5
00011693_000,2
00011695_003,2
00011700_001,2
00011702_029,2
00011702_043,6
00011702_045,2
00011702_070,2
00011702_075,2
00011717_000,0
00011719_022,0
00011723_001,2
00011723_013,3
00011723_025,0
00011723_029,3
00011723_040,3
00011731_002,6
00011731_006,3
00011740_001,5
00011744_000,0
00011749_000,5
00011751_003,3
00011752_016,2
00011753_000,0
00011768_000,2
00011770_004,5
00011771_000,6
00011771_002,0
00011785_000,3
00011785_002,5
00011786_000,0
00011793_004,5
00011794_004,2
00011802_000,0
00011804_000,0
00011804_012,6
00011808_014,5
00011808_018,5
00011808_019,5
00011810_007,0
00011811_000,0
00011814_009,5
00011822_002,5
00011831_007,0
00011831_008,0
00011831_010,0
00011832_002,2
00011837_008,5
00011837_015,5
00011838_000,0
00011839_000,0
00011845_008,0
00011847_001,0
00011857_013,0
00011872_000,0
00011873_008,0
00011874_000,0
00011884_001,3
00011890_001,0
00011891_000,0
00011896_004,5
00011898_000,0
00011904_000,5
00011906_002,3
00011925_004,2
00011925_008,2
00011925_009,2
00011925_010,2
00011925_014,2
00011925_019,2
00011925_049,3
00011925_054,2
00011939_001,0
00011944_000,5
00011948_007,2
00011949_000,5
00011955_000,2
00011959_005,0
00011959_007,0
00011962_000,3
00011966_022,0
00011967_006,5
00011972_000,0
00011973_013,3
00011985_008,3
00011988_001,5
00011993_000,5
00012010_008,0
00012011_000,3
00012018_015,5
00012020_002,5
00012020_012,0
00012021_000,2
00012021_026,2
00012021_037,2
00012021_053,5
00012021_058,2
00012021_072,5
00012021_082,3
00012023_000,0
00012043_004,2
00012043_007,5
00012045_006,2
00012045_008,5
00012045_018,2
00012045_039,2
00012045_049,0
00012050_000,0
00012054_000,0
00012055_000,0
00012060_006,3
00012079_003,5
00012082_001,5
00012086_007,0
00012086_011,5
00012087_042,0
00012089_010,5
00012092_001,0
00012093_002,2
00012094_022,0
00012094_024,5
00012094_048,0
00012098_000,0
00012107_000,4
00012113_000,5
00012116_001,0
00012116_003,3
00012120_000,5
00012130_002,0
00012132_002,2
00012132_003,0
00012134_002,3
00012136_000,5
00012139_000,6
00012141_004,5
00012144_014,2
00012144_022,2
00012144_028,0
00012146_002,2
00012146_005,7
00012146_006,7
00012158_025,0
00012159_003,6
00012161_008,5
00012161_014,3
00012163_002,5
00012166_000,3
00012174_000,5
00012175_001,5
00012176_012,0
00012178_005,0
00012184_000,6
00012184_005,5
00012189_000,2
00012215_001,5
00012222_001,0
00012227_001,0
00012238_002,0
00012260_000,0
00012270_006,7
00012273_001,5
00012276_015,6
00012276_017,6
00012278_004,2
00012280_014,2
00012283_000,0
00012284_000,5
00012291_012,3
00012291_013,3
00012294_010,0
00012298_011,5
00012304_002,0
00012304_006,3
00012304_008,6
00012320_003,3
00012320_004,0
00012322_000,0
00012324_000,0
00012340_000,0
00012348_003,2
00012364_003,3
00012364_015,3
00012364_024,0
00012364_056,2
00012365_000,6
00012370_001,3
00012378_000,0
00012406_001,0
00012413_007,2
00012414_000,5
00012428_003,2
00012430_000,5
00012431_000,5
00012431_005,2
00012437_000,7
00012443_000,5
00012470_003,1
00012470_005,6
00012470_016,6
00012475_000,5
00012478_000,5
00012484_001,0
00012484_002,5
00012487_000,0
00012491_000,0
00012502_011,3
00012505_005,5
00012511_004,3
00012535_000,0
00012543_011,3
00012566_000,3
00012573_000,5
00012573_012,7
00012573_015,7
00012576_011,0
00012576_014,0
00012579_001,3
00012589_002,2
00012591_001,1
00012594_001,5
00012596_000,5
00012603_003,2
00012603_008,3
00012620_001,2
00012622_024,2
00012625_003,0
00012625_006,3
00012626_012,0
00012628_015,3
00012628_016,0
00012628_060,3
00012628_063,2
00012635_012,2
00012640_014,0
00012640_015,5
00012643_003,5
00012646_010,2
00012648_004,0
00012659_002,3
00012659_004,5
00012659_036,3
00012667_000,7
00012671_002,2
00012681_007,2
00012681_043,3
00012681_049,3
00012687_011,5
00012692_001,0
00012704_015,0
00012709_000,0
00012717_000,5
00012722_006,0
00012723_000,0
00012733_000,5
00012741_005,5
00012741_018,0
00012748_000,5
00012752_002,2
00012756_000,5
00012774_000,3
00012782_001,0
00012794_001,5
00012811_000,0
00012815_001,2
00012825_000,5
00012833_000,0
00012834_024,2
00012834_035,3
00012834_075,2
00012834_083,0
00012834_105,5
00012834_113,5
00012834_148,3
00012863_001,5
00012863_019,2
00012863_023,0
00012863_037,2
00012863_040,0
00012866_000,5
00012870_000,0
00012874_002,0
00012874_003,0
00012874_017,0
00012874_033,0
00012880_007,0
00012880_015,0
00012882_000,0
00012883_000,4
00012884_008,5
00012891_001,5
00012891_008,0
00012892_012,0
00012903_005,3
00012905_000,3
00012907_017,0
00012913_006,2
00012931_007,3
00012931_033,2
00012932_000,0
00012935_009,0
00012935_022,5
00012962_000,0
00012973_019,0
00012987_000,0
00012987_009,3
00012990_001,5
00012990_002,0
00012993_006,5
00012993_015,2
00013002_004,7
00013003_005,5
00013003_041,2
00013031_005,3
00013031_006,2
00013031_012,2
00013037_001,5
00013040_001,3
00013047_001,3
00013055_007,0
00013062_004,0
00013066_000,5
00013071_004,5
00013073_005,3
00013078_000,5
00013104_001,5
00013107_001,5
00013111_016,3
00013111_038,0
00013111_063,0
00013111_065,0
00013112_001,0
00013119_002,0
00013128_004,3
00013131_000,0
00013144_000,5
00013144_004,3
00013152_005,3
00013154_000,5
00013158_004,2
00013175_012,3
00013176_005,2
00013187_003,5
00013192_004,3
00013197_001,3
00013198_000,5
00013205_004,5
00013209_012,6
00013209_013,5
00013213_001,5
00013214_001,0
00013226_000,0
00013244_011,0
00013249_002,0
00013249_003,5
00013249_033,6
00013249_037,6
00013249_039,6
00013249_043,6
00013257_001,0
00013260_009,5
00013261_009,2
00013262_003,3
00013271_000,3
00013282_004,0
00013285_015,0
00013294_001,0
00013303_000,2
00013305_006,0
00013341_003,2
00013342_002,2
00013346_005,2
00013346_008,0
00013352_000,2
00013360_000,5
00013369_000,0
00013370_003,2
00013374_000,5
00013384_001,0
00013392_001,5
00013397_000,5
00013420_000,0
00013424_004,3
00013429_000,6
00013429_002,0
00013440_001,0
00013443_000,0
00013447_010,3
00013471_003,3
00013471_010,0
00013476_000,0
00013494_000,0
00013505_002,3
00013511_002,3
00013520_000,0
00013529_000,0
00013539_001,0
00013557_016,0
00013564_000,2
00013572_000,3
00013572_006,3
00013572_007,0
00013572_009,0
00013572_013,6
00013576_005,2
00013582_000,2
00013592_003,5
00013594_027,2
00013594_042,3
00013594_047,6
00013601_008,2
00013601_017,3
00013606_000,0
00013608_006,2
00013608_011,5
00013613_007,0
00013613_013,0
00013613_021,2
00013613_027,0
00013615_019,5
00013615_034,2
00013615_042,5
00013615_043,5
00013615_056,5
00013616_000,0
00013616_027,2
00013616_044,2
00013623_000,7
00013623_008,3
00013625_005,2
00013625_006,5
00013625_023,3
00013625_034,3
00013625_040,2
00013625_048,2
00013629_000,0
00013634_000,0
00013635_001,6
00013641_013,3
00013642_000,5
00013646_002,3
00013646_009,3
00013648_013,0
00013649_002,3
00013659_029,3
00013670_003,3
00013670_010,5
00013670_036,3
00013670_050,2
00013670_054,2
00013670_057,2
00013670_135,3
00013670_148,3
00013670_154,2
00013680_000,0
00013685_006,3
00013685_033,2
00013685_040,3
00013685_046,2
00013686_000,0
00013708_001,5
00013714_009,0
00013731_004,0
00013736_000,5
00013739_003,5
00013750_026,0
00013756_000,5
00013760_002,5
00013765_008,5
00013774_000,0
00013774_028,5
00013774_035,3
00013791_000,5
00013798_000,5
00013798_007,0
00013807_003,5
00013807_005,3
00013808_006,0
00013826_007,5
00013829_009,0
00013832_000,5
00013834_006,0
00013844_000,5
00013844_002,3
00013844_004,2
00013849_007,3
00013849_019,3
00013855_004,5
00013855_006,0
00013876_000,3
00013884_003,0
00013888_000,5
00013890_002,3
00013890_007,4
00013890_013,6
00013894_047,2
00013904_006,5
00013917_008,0
00013917_038,0
00013917_044,3
00013917_048,3
00013917_049,0
00013917_056,3
00013922_007,2
00013922_029,3
00013924_003,7
00013929_000,0
00013931_002,5
00013934_000,2
00013951_001,0
00013951_002,3
00013952_000,2
00013952_003,2
00013961_000,0
00013966_000,0
00013972_000,5
00013979_000,6
00013982_003,3
00013982_005,3
00013992_018,2
00013992_021,3
00013993_002,2
00013993_100,3
00013993_127,2
00013996_005,0
00013999_001,5
00013999_005,5
00014004_001,5
00014004_012,3
00014004_013,3
00014004_045,3
00014006_010,0
00014010_006,3
00014015_001,5
00014018_015,0
00014018_016,0
00014022_070,3
00014022_073,2
00014022_085,5
00014022_091,5
00014022_094,3
00014024_003,2
00014029_004,0
00014031_003,3
00014032_003,5
00014032_010,3
00014034_009,0
00014034_011,3
00014034_015,0
00014034_017,0
00014041_000,5
00014052_003,3
00014054_000,0
00014072_003,4
00014079_000,0
00014081_002,5
00014082_005,3
00014083_005,5
00014083_014,0
00014095_002,6
00014110_000,6
00014112_000,5
00014112_006,5
00014116_001,3
00014116_006,3
00014124_002,0
00014125_014,2
00014125_034,3
00014125_039,0
00014128_013,0
00014129_001,3
00014129_003,0
00014129_008,2
00014130_001,2
00014140_002,3
00014140_004,3
00014141_000,0
00014144_000,5
00014145_019,3
00014149_007,3
00014149_029,5
00014149_030,3
00014149_035,3
00014149_044,3
00014167_000,0
00014167_002,2
00014172_004,2
00014176_001,0
00014178_003,5
00014182_005,5
00014186_001,5
00014197_032,3
00014201_000,5
00014201_004,2
00014201_005,0
00014201_008,0
00014203_015,0
00014203_028,2
00014203_039,2
00014203_045,3
00014203_051,2
00014207_000,0
00014223_009,5
00014223_028,3
00014236_003,3
00014242_000,0
00014251_008,3
00014253_022,2
00014253_029,2
00014253_051,6
00014256_002,3
00014259_001,3
00014264_012,3
00014264_013,0
00014265_009,0
00014265_010,0
00014265_018,0
00014280_001,3
00014284_001,7
00014285_002,5
00014285_013,3
00014285_015,0
00014292_000,0
00014296_000,0
00014302_005,2
00014306_004,0
00014314_005,5
00014320_012,5
00014324_000,5
00014346_024,5
00014346_034,5
00014352_009,6
00014355_004,2
00014356_005,5
00014356_012,0
00014356_015,3
00014358_016,0
00014359_000,0
00014365_000,0
00014368_009,0
00014371_000,2
00014379_006,2
00014380_004,2
00014387_007,0
00014387_013,0
00014389_000,0
00014389_001,5
00014389_006,0
00014389_013,2
00014393_001,0
00014396_000,5
00014398_017,2
00014398_039,2
00014398_045,2
00014411_000,0
00014414_004,3
00014414_015,0
00014433_001,6
00014436_004,0
00014438_005,5
00014438_008,0
00014443_003,5
00014452_008,3
00014452_013,5
00014454_003,3
00014465_002,3
00014465_003,3
00014473_000,5
00014475_000,0
00014475_001,0
00014492_000,0
00014493_000,3
00014520_014,3
00014525_025,3
00014526_000,0
00014529_001,3
00014534_005,3
00014545_003,0
00014546_006,3
00014559_001,0
00014570_000,7
00014571_002,2
00014571_010,3
00014571_011,0
00014574_001,3
00014589_000,0
00014604_006,5
00014625_001,7
00014626_007,5
00014626_042,3
00014634_000,5
00014637_000,2
00014650_000,0
00014663_023,3
00014664_001,0
00014664_003,0
00014664_006,0
00014675_020,2
00014675_023,3
00014677_002,3
00014684_000,0
00014684_001,5
00014688_001,5
00014688_002,3
00014691_001,0
00014692_001,5
00014694_000,3
00014703_000,0
00014708_005,0
00014710_008,0
00014711_000,0
00014715_016,0
00014721_001,0
00014731_011,0
00014732_003,3
00014743_000,0
00014749_000,0
00014750_000,5
00014751_000,7
00014753_000,5
00014764_004,6
00014768_001,2
00014771_005,5
00014771_009,0
00014773_004,0
00014782_000,5
00014785_005,3
00014790_000,5
00014790_011,0
00014790_012,2
00014792_004,2
00014794_000,0
00014798_010,0
00014809_000,5
00014822_038,3
00014826_004,7
00014832_000,0
00014839_007,0
00014839_031,5
00014844_000,0
00014844_005,5
00014849_004,3
00014860_000,0
00014869_001,0
00014870_002,0
00014877_013,0
00014879_005,0
00014879_006,3
00014879_010,3
00014890_001,0
00014897_001,0
00014899_000,0
00014906_004,2
00014909_000,0
00014918_007,0
00014918_010,5
00014922_000,0
00014928_000,5
00014934_005,3
00014947_000,2
00014949_000,5
00014949_001,3
00014958_014,5
00015000_004,7
00015007_009,5
00015031_000,5
00015031_009,0
00015031_029,3
00015031_031,2
00015032_002,0
00015034_007,3
00015041_000,7
00015044_015,0
00015045_002,7
00015045_017,3
00015045_018,2
00015058_005,3
00015069_000,5
00015069_003,5
00015070_003,3
00015070_006,0
00015078_001,0
00015078_009,0
00015078_010,0
00015081_008,2
00015082_004,3
00015100_005,0
00015101_000,0
00015107_000,0
00015109_000,0
00015123_000,0
00015133_002,0
00015142_000,0
00015146_001,5
00015149_000,0
00015160_002,0
00015160_022,2
00015166_004,0
00015167_002,5
00015169_000,0
00015170_003,3
00015171_009,2
00015171_015,2
00015171_020,3
00015173_012,2
00015175_001,0
00015184_000,7
00015186_000,0
00015187_003,0
00015192_002,0
00015199_003,0
00015212_006,0
00015223_000,0
00015229_000,0
00015231_000,0
00015236_000,0
00015239_006,4
00015247_002,7
00015255_014,0
00015259_000,5
00015264_003,3
00015266_010,0
00015295_000,0
00015310_000,5
00015313_016,4
00015332_000,0
00015338_012,3
00015338_014,3
00015351_001,3
00015352_000,7
00015355_000,0
00015355_004,0
00015360_002,0
00015370_003,0
00015370_004,3
00015373_000,7
00015375_004,5
00015375_007,5
00015376_024,5
00015386_000,5
00015386_011,5
00015386_016,5
00015388_003,0
00015401_010,3
00015406_000,0
00015406_012,3
00015414_006,0
00015414_007,0
00015414_015,2
00015423_001,0
00015425_011,0
00015425_012,0
00015442_026,0
00015442_031,3
00015442_033,3
00015443_007,3
00015443_015,3
00015448_002,5
00015449_002,0
00015478_000,0
00015486_000,5
00015493_001,0
00015494_000,5
00015503_002,0
00015530_063,3
00015530_065,3
00015530_114,3
00015530_134,2
00015530_140,2
00015530_147,3
00015530_152,6
00015531_000,0
00015532_000,0
00015537_007,0
00015545_000,0
00015548_001,0
00015551_005,0
00015553_004,5
00015555_000,0
00015556_014,3
00015556_021,2
00015556_025,0
00015556_029,3
00015560_000,0
00015563_002,3
00015594_001,2
00015605_023,3
00015605_039,2
00015605_056,2
00015606_006,5
00015606_008,2
00015606_029,3
00015606_039,3
00015606_044,3
00015606_050,0
00015616_001,5
00015646_000,0
00015646_010,2
00015646_034,2
00015646_055,2
00015647_003,0
00015647_020,6
00015650_000,0
00015658_004,2
00015664_001,0
00015667_000,5
00015679_004,3
00015680_000,0
00015687_000,3
00015688_001,5
00015693_007,0
00015700_004,3
00015700_021,0
00015700_023,6
00015715_001,0
00015721_005,5
00015721_009,5
00015732_004,4
00015732_017,3
00015732_026,3
00015732_030,3
00015732_037,3
00015732_038,2
00015754_008,2
00015756_004,3
00015758_000,0
00015770_005,5
00015770_032,2
00015770_035,2
00015785_002,0
00015794_003,3
00015799_007,5
00015809_009,5
00015814_003,3
00015818_001,3
00015826_009,0
00015828_001,0
00015833_002,3
00015843_005,0
00015854_002,2
00015886_001,3
00015895_003,2
00015895_007,3
00015895_016,2
00015895_021,0
00015900_000,0
00015913_001,0
00015915_009,0
00015924_000,0
00015926_000,0
00015929_000,0
00015929_005,0
00015929_009,3
00015940_002,4
00015945_001,0
00015953_022,0
00015956_010,3
00015956_012,0
00015969_004,0
00015973_000,0
00015985_000,5
00015988_000,0
00015993_000,5
00015995_000,0
00016009_018,0
00016009_042,3
00016014_015,3
00016019_002,0
00016023_001,5
00016034_000,3
00016051_021,0
00016051_023,5
00016052_014,0
00016052_021,0
00016059_000,0
00016064_008,2
00016064_019,5
00016079_007,0
00016079_014,0
00016083_005,0
00016086_002,0
00016094_000,2
00016094_020,5
00016094_023,2
00016103_005,3
00016103_007,3
00016122_003,5
00016122_005,5
00016122_008,0
00016124_003,0
00016134_002,3
00016134_017,0
00016142_010,2
00016142_027,7
00016142_050,5
00016166_002,4
00016177_000,0
00016177_009,0
00016177_014,3
00016184_000,0
00016191_021,5
00016205_005,5
00016205_006,5
00016211_007,0
00016213_005,2
00016216_000,0
00016227_000,0
00016231_005,3
00016238_008,3
00016240_001,3
00016240_002,4
00016243_002,0
00016246_000,3
00016251_000,0
00016256_000,5
00016256_003,0
00016265_000,0
00016289_000,7
00016291_002,5
00016291_006,5
00016291_018,5
00016291_025,3
00016291_055,3
00016293_004,3
00016298_001,5
00016300_001,4
00016315_003,3
00016332_002,3
00016333_005,0
00016341_003,3
00016360_000,0
00016362_004,3
00016368_000,0
00016390_000,0
00016399_018,2
00016403_001,0
00016410_039,2
00016410_058,3
00016414_000,5
00016417_009,0
00016420_003,0
00016422_002,5
00016422_006,5
00016424_005,4
00016426_000,0
00016429_008,0
00016429_021,0
00016429_024,3
00016438_002,0
00016445_003,5
00016469_000,0
00016481_003,3
00016484_012,6
00016484_026,5
00016486_020,3
00016491_000,0
00016492_000,5
00016493_003,5
00016494_002,0
00016497_001,3
00016497_002,3
00016508_008,3
00016508_012,2
00016508_025,3
00016508_030,2
00016508_031,2
00016508_040,3
00016508_065,3
00016521_006,0
00016521_008,0
00016522_016,5
00016522_022,2
00016528_000,0
00016550_008,6
00016550_019,2
00016550_025,5
00016574_001,0
00016578_000,0
00016579_000,5
00016587_023,5
00016587_024,0
00016587_025,0
00016587_055,5
00016589_005,0
00016590_000,5
00016596_000,5
00016601_001,0
00016607_018,3
00016607_035,2
00016613_000,0
00016615_002,3
00016618_008,3
00016620_007,0
00016630_007,3
00016630_014,3
00016632_001,3
00016634_000,7
00016644_000,0
00016646_002,0
00016649_002,5
00016649_017,0
00016672_003,0
00016686_000,0
00016691_001,0
00016695_000,6
00016701_002,5
00016705_009,3
00016715_004,0
00016715_007,3
00016729_000,3
00016732_018,0
00016732_020,3
00016736_001,0
00016737_004,3
00016739_000,5
00016750_000,7
00016761_000,0
00016765_000,0
00016778_003,3
00016778_017,3
00016778_039,3
00016784_002,3
00016785_007,5
00016786_001,3
00016786_005,3
00016786_007,3
00016787_002,2
00016787_003,3
00016794_000,0
00016798_010,0
00016799_000,0
00016800_003,0
00016809_001,0
00016811_005,5
00016814_000,7
00016818_002,3
00016837_005,3
00016841_003,0
00016842_003,0
00016861_002,0
00016861_007,5
00016867_005,3
00016874_000,0
00016876_000,0
00016882_004,7
00016888_001,0
00016888_007,3
00016894_000,0
00016895_002,0
00016908_001,3
00016918_000,5
00016918_017,2
00016926_003,5
00016932_002,3
00016942_000,3
00016942_004,3
00016942_007,3
00016951_001,3
00016971_032,2
00016972_004,3
00016972_017,3
00016972_024,3
00016975_003,0
00016977_000,5
00016984_000,4
00016986_008,2
00016990_006,0
00016991_013,2
00016992_000,0
00016995_000,2
00017004_005,0
00017013_001,0
00017036_020,0
00017044_013,3
00017044_015,0
00017046_014,3
00017049_011,2
00017064_005,2
00017064_016,0
00017086_000,5
00017088_003,3
00017089_004,0
00017098_011,7
00017104_000,5
00017105_002,2
00017107_000,0
00017108_000,0
00017108_003,2
00017116_002,0
00017123_000,0
00017123_002,0
00017136_012,0
00017136_017,0
00017136_018,0
00017137_003,0
00017137_008,0
00017138_012,2
00017138_013,3
00017138_022,3
00017138_027,3
00017138_048,2
00017138_053,2
00017138_108,2
00017138_110,3
00017138_113,2
00017151_010,3
00017151_012,5
00017153_000,0
00017158_000,0
00017158_017,3
00017177_000,0
00017182_002,5
00017188_000,0
00017206_001,6
00017207_013,2
